ENSEMBL,HGNC,log2FoldChange,pvalue
ENSG00000145908,ZNF300,0.608528576,0.066454414
ENSG00000145911,N4BP3,0.278572195,0.258770279
ENSG00000145912,NHP2,-0.00186252,0.985740385
ENSG00000145916,RMND5B,-0.023329175,0.494284652
ENSG00000145919,BOD1,-0.038298164,0.692688265
ENSG00000145920,CPLX2,0.454171662,0.191819257
ENSG00000145934,TENM2,-0.416089594,0.099496356
ENSG00000145936,KCNMB1,-0.588876622,0.328706235
ENSG00000145945,FAM50B,-0.17521703,0.802007284
ENSG00000145949,MYLK4,0.172553524,0.491287455
ENSG00000145975,FAM217A,0.225567629,0.094180607
ENSG00000145979,TBC1D7,-0.014677913,0.883430237
ENSG00000145982,FARS2,-0.03813997,0.699401185
ENSG00000145990,GFOD1,0.309301376,0.28275466
ENSG00000145996,CDKAL1,0.10940736,0.05562261
ENSG00000146001,PCDHB18P,0.552676134,0.023633298
ENSG00000146005,PSD2,0.155235929,0.470955731
ENSG00000146006,LRRTM2,0.23122249,0.177841896
ENSG00000146007,ZMAT2,-0.167953491,0.020435454
ENSG00000146021,KLHL3,0.122329697,0.515767734
ENSG00000146038,DCDC2,-0.307275665,0.202813719
ENSG00000146054,TRIM7,-0.291618693,0.354726863
ENSG00000146063,TRIM41,-0.096925897,0.138685314
ENSG00000146066,HIGD2A,-0.063382277,0.490957718
ENSG00000146067,FAM193B,-0.113416128,0.280612202
ENSG00000146072,TNFRSF21,0.478856036,0.023018929
ENSG00000146083,RNF44,0.080690211,0.368401746
ENSG00000146085,MMUT,-0.025544302,0.803959375
ENSG00000146090,RASGEF1C,-0.011765693,0.968069534
ENSG00000146094,DOK3,-0.104778882,0.667543372
ENSG00000146109,ABT1,-0.124556782,0.293137981
ENSG00000146112,PPP1R18,0.044630158,0.770425918
ENSG00000146122,DAAM2,-0.169172284,0.65519642
ENSG00000146143,PRIM2,0.166487666,0.167770685
ENSG00000146147,MLIP,-1.392684099,0.000404912
ENSG00000146151,HMGCLL1,0.192209361,0.521874227
ENSG00000146166,LGSN,0.496784242,0.275137735
ENSG00000146192,FGD2,0.038127136,0.920939822
ENSG00000146197,SCUBE3,-0.061104799,0.5663245
ENSG00000146205,ANO7,-0.017818838,0.907278514
ENSG00000146215,CRIP3,-0.155642919,0.526700201
ENSG00000146216,TTBK1,0.035931909,0.78695771
ENSG00000146221,TCTE1,-0.042545089,0.856751141
ENSG00000146223,RPL7L1,-0.086322086,0.33267903
ENSG00000146232,NFKBIE,-0.03013823,0.842951794
ENSG00000146233,CYP39A1,0.255558387,0.587803621
ENSG00000146242,TPBG,0.208230491,0.534182475
ENSG00000146243,IRAK1BP1,0.063599513,0.694065467
ENSG00000146247,PHIP,0.197960471,0.044092765
ENSG00000146250,PRSS35,-0.164009476,0.767548612
ENSG00000146263,MMS22L,0.281856518,0.001964333
ENSG00000146267,FAXC,0.19264934,0.337101729
ENSG00000146276,GABRR1,1.359450859,0.037325232
ENSG00000146278,PNRC1,0.02748854,0.82678817
ENSG00000146281,PM20D2,-0.140990093,0.094194941
ENSG00000146282,RARS2,0.112694759,0.163244032
ENSG00000146285,SCML4,0.745075097,0.07685575
ENSG00000146350,TBC1D32,0.022819877,0.802988651
ENSG00000146352,CLVS2,0.537624149,0.097718219
ENSG00000146373,RNF217,-0.038421958,0.779637333
ENSG00000146374,RSPO3,0.628409189,0.236649803
ENSG00000146376,ARHGAP18,-0.399625288,0.071814516
ENSG00000146386,ABRACL,0.33774788,0.115892935
ENSG00000146409,SLC18B1,-0.394432064,0.020541689
ENSG00000146410,MTFR2,0.178851592,0.194370377
ENSG00000146411,SLC2A12,-0.376960822,0.01294246
ENSG00000146414,SHPRH,0.129132429,0.113451309
ENSG00000146416,AIG1,-0.240260823,0.015205133
ENSG00000146425,DYNLT1,-0.100200654,0.257630352
ENSG00000146426,TIAM2,0.16496789,0.248317562
ENSG00000146433,TMEM181,0.1125486,0.098651979
ENSG00000146453,PNLDC1,-0.426215413,0.300867741
ENSG00000146457,WTAP,-0.019506266,0.791463421
ENSG00000146463,ZMYM4,-0.031178986,0.68385991
ENSG00000146476,ARMT1,-0.0802571,0.464729707
ENSG00000146477,SLC22A3,0.193060136,0.766458942
ENSG00000146530,VWDE,0.098080145,0.745021846
ENSG00000146535,GNA12,-0.097804152,0.162142175
ENSG00000146540,C7orf50,-0.057937248,0.558081682
ENSG00000146555,SDK1,-0.201079878,0.192416591
ENSG00000146556,WASH2P,-0.032693826,0.661537266
ENSG00000146574,CCZ1B,-0.240965168,0.0214759
ENSG00000146576,INTS15,-0.056546945,0.442179714
ENSG00000146587,RBAK,-0.023579181,0.802455088
ENSG00000146592,CREB5,0.14907413,0.411878087
ENSG00000146648,EGFR,-0.295881178,0.342824121
ENSG00000146670,CDCA5,0.290699609,0.244864788
ENSG00000146674,IGFBP3,-0.597338057,0.259825031
ENSG00000146676,PURB,-0.103860846,0.248794305
ENSG00000146677,RPL32P18,0.060680754,0.67903954
ENSG00000146700,SSC4D,-0.254598125,0.201907458
ENSG00000146701,MDH2,-0.015544296,0.871569968
ENSG00000146707,POMZP3,-0.16244888,0.157039691
ENSG00000146722,FKBP6P2,-0.046862222,0.78494422
ENSG00000146729,NIPSNAP2,-0.078514626,0.377034407
ENSG00000146731,CCT6A,0.014202312,0.899886337
ENSG00000146733,PSPH,-0.021921825,0.831193581
ENSG00000146757,ZNF92,0.083222433,0.455632534
ENSG00000146776,ATXN7L1,-0.045837927,0.647503574
ENSG00000146802,TMEM168,-0.026969021,0.839742866
ENSG00000146826,TRAPPC14,-0.09947443,0.390233333
ENSG00000146828,SLC12A9,-0.019159409,0.860520391
ENSG00000146830,GIGYF1,0.028400904,0.63567133
ENSG00000146833,TRIM4,-1.303948593,0.005505679
ENSG00000146834,MEPCE,-0.114406346,0.322507095
ENSG00000146839,ZAN,0.024444231,0.965698813
ENSG00000146842,TMEM209,-0.097025021,0.343257424
ENSG00000146856,AGBL3,-0.058144593,0.587840404
ENSG00000146858,ZC3HAV1L,-1.24202199,0.003525696
ENSG00000146859,TMEM140,-0.003106313,0.972826526
ENSG00000146872,TLK2,-0.039023546,0.4134511
ENSG00000146904,EPHA1,0.26894284,0.241007266
ENSG00000146909,NOM1,-0.051159295,0.620743954
ENSG00000146910,CNPY1,-0.840775643,0.003628013
ENSG00000146918,NCAPG2,0.168075732,0.241828127
ENSG00000146938,NLGN4X,0.255822455,0.11672917
ENSG00000146950,SHROOM2,0.406736054,0.035546279
ENSG00000146963,LUC7L2,-0.025538588,0.57428197
ENSG00000146966,DENND2A,-0.392931386,0.004207404
ENSG00000147003,CLTRN,0.201525445,0.189560483
ENSG00000147010,SH3KBP1,-0.152569367,0.265075866
ENSG00000147027,TMEM47,-0.176098349,0.293647747
ENSG00000147036,LANCL3,0.022123041,0.958367152
ENSG00000147041,SYTL5,-0.340438498,0.334566106
ENSG00000147044,CASK,0.211372381,0.168480046
ENSG00000147050,KDM6A,0.013232234,0.910010949
ENSG00000147059,SPIN2A,0.227157391,0.303919381
ENSG00000147065,MSN,-0.212630571,0.14652257
ENSG00000147082,CCNB3,0.098058749,0.752551288
ENSG00000147099,HDAC8,0.08763304,0.193784915
ENSG00000147100,SLC16A2,-0.232128819,0.172090395
ENSG00000147117,ZNF157,0.350391267,0.011323935
ENSG00000147118,ZNF182,0.200470175,0.156739822
ENSG00000147119,CHST7,-0.62621123,0.005005361
ENSG00000147121,KRBOX4,-0.008015097,0.914454018
ENSG00000147123,NDUFB11,-0.070342757,0.450902068
ENSG00000147124,ZNF41,0.014835427,0.892995131
ENSG00000147127,RAB41,-0.019243381,0.883022982
ENSG00000147130,ZMYM3,-0.155865564,0.131942788
ENSG00000147133,TAF1,-0.028918537,0.50554887
ENSG00000147140,NONO,-0.033476877,0.677092581
ENSG00000147144,CCDC120,0.082336541,0.385865219
ENSG00000147145,LPAR4,-0.004629411,0.985389508
ENSG00000147155,EBP,0.119180685,0.217714968
ENSG00000147162,OGT,-0.107845389,0.150385929
ENSG00000147164,SNX12,-0.118093246,0.171952696
ENSG00000147166,ITGB1BP2,0.211520882,0.104543202
ENSG00000147168,IL2RG,-0.160455993,0.815200398
ENSG00000147174,GCNA,0.049418137,0.693880768
ENSG00000147180,ZNF711,0.198792851,0.121990188
ENSG00000147202,DIAPH2,-0.069871152,0.730443023
ENSG00000147224,PRPS1,0.195700493,0.236653465
ENSG00000147231,RADX,0.066519166,0.83964358
ENSG00000147234,FRMPD3,0.434114136,0.195312738
ENSG00000147246,HTR2C,2.957120749,9.51E-06
ENSG00000147251,DOCK11,0.189064605,0.294739939
ENSG00000147255,IGSF1,-0.03688714,0.915314401
ENSG00000147256,ARHGAP36,0.439600437,0.520969414
ENSG00000147257,GPC3,-0.06826932,0.838940887
ENSG00000147274,RBMX,0.107327346,0.275682652
ENSG00000147316,MCPH1,0.017034015,0.791491839
ENSG00000147324,MFHAS1,0.085419056,0.459529656
ENSG00000147364,FBXO25,-0.092211706,0.189933672
ENSG00000147381,MAGEA4,1.281113734,0.503686256
ENSG00000147383,NSDHL,-0.202841238,0.37601615
ENSG00000147394,ZNF185,-0.335128198,0.262770202
ENSG00000147400,CETN2,-0.284324979,0.090650137
ENSG00000147403,RPL10,-0.060028749,0.623319736
ENSG00000147408,CSGALNACT1,0.402496506,0.237153008
ENSG00000147416,ATP6V1B2,-0.20614758,0.249027127
ENSG00000147419,CCDC25,-0.086876995,0.276000863
ENSG00000147421,HMBOX1,0.033595479,0.699540741
ENSG00000147434,CHRNA6,-1.360836431,0.002642962
ENSG00000147437,GNRH1,-0.096779703,0.601285897
ENSG00000147439,BIN3,-0.193724816,0.008390979
ENSG00000147454,SLC25A37,-0.142508424,0.335576975
ENSG00000147457,CHMP7,0.004060902,0.948110363
ENSG00000147459,DOCK5,-0.537422177,0.025518161
ENSG00000147465,STAR,-0.289817596,0.134188078
ENSG00000147471,PLPBP,-0.154116808,0.187263607
ENSG00000147475,ERLIN2,-0.225157482,0.068585103
ENSG00000147481,SNTG1,-0.081720433,0.711692045
ENSG00000147485,PXDNL,-0.646216466,0.127601561
ENSG00000147488,ST18,0.344621805,0.394541571
ENSG00000147509,RGS20,-0.107381697,0.557917392
ENSG00000147526,TACC1,-0.374659667,0.01331823
ENSG00000147533,GOLGA7,-0.023631141,0.814636751
ENSG00000147535,PLPP5,-0.212805586,0.038628552
ENSG00000147536,GINS4,0.000644562,0.997934402
ENSG00000147548,NSD3,0.014226074,0.869055661
ENSG00000147571,CRH,3.243950276,1.09E-06
ENSG00000147573,TRIM55,0.064917831,0.878143345
ENSG00000147576,ADHFE1,0.035579087,0.866651188
ENSG00000147586,MRPS28,-0.019820427,0.884775099
ENSG00000147588,PMP2,0.426414782,0.404187133
ENSG00000147592,LACTB2,-0.083685977,0.601716057
ENSG00000147601,TERF1,-0.031439912,0.582191294
ENSG00000147604,RPL7,-0.091912708,0.453195999
ENSG00000147606,SLC26A7,0.208389446,0.518588387
ENSG00000147614,ATP6V0D2,-0.474014557,0.384741213
ENSG00000147642,SYBU,0.075783143,0.612161482
ENSG00000147647,DPYS,-0.637871041,0.085144269
ENSG00000147649,MTDH,-0.141402159,0.159340244
ENSG00000147650,LRP12,-0.03288868,0.735550992
ENSG00000147654,EBAG9,-0.069991299,0.432605411
ENSG00000147655,RSPO2,0.167542306,0.721738248
ENSG00000147669,POLR2K,-0.141713799,0.190996427
ENSG00000147676,MAL2,0.285126881,0.466895849
ENSG00000147677,EIF3H,-0.024376649,0.784641439
ENSG00000147679,UTP23,-0.006326453,0.925280839
ENSG00000147684,NDUFB9,-0.064831851,0.609528891
ENSG00000147687,TATDN1,0.00938285,0.869062541
ENSG00000147689,FAM83A,-0.287362923,0.406505265
ENSG00000147697,GSDMC,0.603750673,0.228583204
ENSG00000147724,FAM135B,0.679060072,0.501287653
ENSG00000147789,ZNF7,-0.040305911,0.310880808
ENSG00000147799,ARHGAP39,-0.088408448,0.529836066
ENSG00000147804,SLC39A4,-0.392423126,0.172030714
ENSG00000147813,NAPRT,-0.204046143,0.411353268
ENSG00000147852,VLDLR,0.130550561,0.456586847
ENSG00000147853,AK3,-0.136089977,0.066508856
ENSG00000147854,UHRF2,-0.097087902,0.424273212
ENSG00000147862,NFIB,-0.058270132,0.691064367
ENSG00000147869,CER1,-0.20441433,0.600297589
ENSG00000147872,PLIN2,-0.337043589,0.184661049
ENSG00000147874,HAUS6,0.103270021,0.305650798
ENSG00000147883,CDKN2B,-0.405283113,0.266447914
ENSG00000147889,CDKN2A,-0.699814148,0.056134747
ENSG00000147894,C9orf72,0.208707098,0.258060514
ENSG00000147896,IFNK,0.427871626,0.098399383
ENSG00000147905,ZCCHC7,0.084239375,0.413088567
ENSG00000147912,FBXO10,0.014158003,0.883768385
ENSG00000147955,SIGMAR1,-0.085144189,0.41581138
ENSG00000147996,ZNG1E,-0.159956956,0.052806025
ENSG00000148019,CEP78,0.057082389,0.653409804
ENSG00000148053,NTRK2,-0.122388794,0.501243092
ENSG00000148057,IDNK,-0.338669581,0.03758038
ENSG00000148082,SHC3,0.200723365,0.111030406
ENSG00000148090,AUH,0.008420849,0.949945242
ENSG00000148110,MFSD14B,-0.111929846,0.236308161
ENSG00000148120,AOPEP,-0.066035708,0.731662877
ENSG00000148123,PLPPR1,0.771513491,0.055148046
ENSG00000148143,ZNF462,-0.009024781,0.913364768
ENSG00000148153,INIP,-0.143277054,0.051339748
ENSG00000148154,UGCG,0.142056475,0.267336622
ENSG00000148158,SNX30,0.031524733,0.710970931
ENSG00000148175,STOM,-0.753113927,0.013059426
ENSG00000148180,GSN,-0.315290512,0.092224835
ENSG00000148187,MRRF,-0.072624016,0.361899148
ENSG00000148200,NR6A1,-0.098409419,0.461812116
ENSG00000148204,CRB2,-0.174848513,0.388702152
ENSG00000148218,ALAD,-0.054547946,0.519790415
ENSG00000148219,ASTN2,-0.126887757,0.557101591
ENSG00000148225,WDR31,-0.169909061,0.349284247
ENSG00000148229,POLE3,-0.212345206,0.154581997
ENSG00000148248,SURF4,-0.174980502,0.186457151
ENSG00000148288,GBGT1,-0.554232411,0.06104692
ENSG00000148290,SURF1,-0.065479294,0.515035094
ENSG00000148291,SURF2,-0.097688203,0.416179611
ENSG00000148296,SURF6,-0.203506079,0.051345367
ENSG00000148297,MED22,-0.109881149,0.208680213
ENSG00000148300,REXO4,-0.038346074,0.677721855
ENSG00000148303,RPL7A,-0.120587468,0.31952531
ENSG00000148308,GTF3C5,-0.066298179,0.399356553
ENSG00000148331,ASB6,-0.181617452,0.107723697
ENSG00000148334,PTGES2,0.03118424,0.660691057
ENSG00000148335,NTMT1,-0.168633615,0.123475747
ENSG00000148337,CIZ1,-0.10094702,0.038702546
ENSG00000148339,SLC25A25,-0.125341164,0.353755132
ENSG00000148341,SH3GLB2,-0.14777489,0.09107049
ENSG00000148343,MIGA2,-0.149662803,0.080125741
ENSG00000148344,PTGES,0.710013997,0.120972863
ENSG00000148356,LRSAM1,-0.146836881,0.037608727
ENSG00000148357,HMCN2,0.337833388,0.4227282
ENSG00000148358,GPR107,-0.070934225,0.327149327
ENSG00000148362,PAXX,0.055221873,0.615030216
ENSG00000148377,IDI2,-0.075126135,0.810788791
ENSG00000148384,INPP5E,-0.127737056,0.129156385
ENSG00000148386,LCN9,0.403049062,0.52657265
ENSG00000148396,SEC16A,-0.058873843,0.472355274
ENSG00000148399,DPH7,-0.077903691,0.433845313
ENSG00000148400,NOTCH1,0.05079625,0.753684851
ENSG00000148408,CACNA1B,-0.103877615,0.755754515
ENSG00000148411,NACC2,-0.059925152,0.801377585
ENSG00000148426,PROSER2,0.568014755,0.054922546
ENSG00000148429,USP6NL,0.029852024,0.731823888
ENSG00000148444,COMMD3,-0.132677875,0.281959437
ENSG00000148450,MSRB2,-0.06754531,0.471552941
ENSG00000148459,PDSS1,0.114698109,0.246829489
ENSG00000148468,FAM171A1,-0.061235571,0.404893455
ENSG00000148481,MINDY3,0.007120413,0.934056254
ENSG00000148482,SLC39A12,0.418861486,0.46236961
ENSG00000148484,RSU1,-0.090178181,0.64749571
ENSG00000148488,ST8SIA6,-0.289035167,0.557743293
ENSG00000148498,PARD3,0.043344783,0.566621664
ENSG00000148516,ZEB1,-0.012033493,0.943337664
ENSG00000148541,FAM13C,0.301235145,0.081077711
ENSG00000148572,NRBF2,-0.132486075,0.361020531
ENSG00000148600,CDHR1,0.628835832,0.036697145
ENSG00000148604,RGR,-0.082852554,0.846879481
ENSG00000148606,POLR3A,-0.11828234,0.173304622
ENSG00000148634,HERC4,-0.046392118,0.584863829
ENSG00000148655,LRMDA,-0.177113313,0.671863966
ENSG00000148660,CAMK2G,0.002477775,0.978638684
ENSG00000148672,GLUD1,-0.13270502,0.265986299
ENSG00000148677,ANKRD1,0.722358154,0.081581717
ENSG00000148680,HTR7,-0.490040582,0.379064624
ENSG00000148688,RPP30,-0.038340833,0.567790248
ENSG00000148690,FRA10AC1,0.050076963,0.542248786
ENSG00000148700,ADD3,-0.321995486,0.042957093
ENSG00000148702,HABP2,0.076786854,0.90919753
ENSG00000148704,VAX1,-0.897876458,0.209733213
ENSG00000148719,DNAJB12,-0.159604446,0.049863396
ENSG00000148730,EIF4EBP2,-0.058256154,0.457063696
ENSG00000148734,NPFFR1,0.14665695,0.767483522
ENSG00000148737,TCF7L2,0.058823873,0.757252628
ENSG00000148773,MKI67,0.249428284,0.274068973
ENSG00000148795,CYP17A1,-0.238360889,0.215672589
ENSG00000148798,INA,0.133767817,0.690356645
ENSG00000148803,FUOM,-0.209919995,0.287415857
ENSG00000148814,LRRC27,-0.051212115,0.720937769
ENSG00000148824,MTG1,-0.069367183,0.436242785
ENSG00000148826,NKX6-2,0.976077866,0.015040738
ENSG00000148832,PAOX,-0.137856686,0.224287778
ENSG00000148834,GSTO1,-0.146884774,0.231586942
ENSG00000148835,TAF5,0.051815145,0.705305014
ENSG00000148840,PPRC1,-0.043777261,0.714468648
ENSG00000148841,ITPRIP,-0.543153619,0.061585419
ENSG00000148842,CNNM2,-0.026111724,0.818766745
ENSG00000148843,PDCD11,0.054517458,0.613826124
ENSG00000148848,ADAM12,-0.3924177,0.228664727
ENSG00000148908,RGS10,-0.766826301,0.123863255
ENSG00000148925,BTBD10,0.028380337,0.806290899
ENSG00000148926,ADM,-0.35228245,0.424023619
ENSG00000148935,GAS2,0.303796221,0.125054567
ENSG00000148942,SLC5A12,-1.959314113,0.000676769
ENSG00000148943,LIN7C,0.02539201,0.821515294
ENSG00000148948,LRRC4C,0.118221977,0.621079947
ENSG00000148950,IMMP1L,0.132127852,0.036501141
ENSG00000148985,PGAP2,-0.05970251,0.478047447
ENSG00000149016,TUT1,0.044658706,0.696683623
ENSG00000149043,SYT8,-0.648127156,0.477086909
ENSG00000149050,ZNF214,0.048380228,0.806523041
ENSG00000149054,ZNF215,0.093825763,0.743436343
ENSG00000149084,HSD17B12,-0.125344426,0.371886776
ENSG00000149089,APIP,0.26111152,0.01015338
ENSG00000149090,PAMR1,-0.064228631,0.891117714
ENSG00000149091,DGKZ,-0.079058772,0.37805864
ENSG00000149100,EIF3M,-0.010864219,0.895121033
ENSG00000149115,TNKS1BP1,0.103211281,0.339880636
ENSG00000149131,SERPING1,-0.284229954,0.170546866
ENSG00000149136,SSRP1,0.052897683,0.585022436
ENSG00000149150,SLC43A1,0.034707732,0.877036036
ENSG00000149177,PTPRJ,-0.033559713,0.70698295
ENSG00000149179,CSTPP1,-0.014708941,0.808999806
ENSG00000149182,ARFGAP2,-0.006063604,0.936141967
ENSG00000149187,CELF1,0.091705247,0.29624943
ENSG00000149196,HIKESHI,-0.000177218,0.998368663
ENSG00000149201,CCDC81,-0.22122584,0.358266277
ENSG00000149212,SESN3,0.056436904,0.726658815
ENSG00000149218,ENDOD1,0.011108298,0.932367938
ENSG00000149231,CCDC82,0.124120384,0.08813944
ENSG00000149243,KLHL35,0.040660785,0.849799094
ENSG00000149256,TENM4,0.306570189,0.244107845
ENSG00000149257,SERPINH1,-0.410873706,0.089208174
ENSG00000149260,CAPN5,0.226424576,0.33679641
ENSG00000149262,INTS4,-0.020597005,0.777060633
ENSG00000149269,PAK1,0.084152821,0.682299965
ENSG00000149273,RPS3,0.020623938,0.866775195
ENSG00000149289,ZC3H12C,-0.130517906,0.256499896
ENSG00000149292,TTC12,-0.015530274,0.927170711
ENSG00000149294,NCAM1,0.280582942,0.289284885
ENSG00000149295,DRD2,0.907363225,0.01209328
ENSG00000149308,NPAT,0.092500022,0.186564732
ENSG00000149311,ATM,0.092861255,0.133463966
ENSG00000149313,AASDHPPT,0.101325337,0.451578271
ENSG00000149328,GLB1L2,0.165026689,0.38326283
ENSG00000149346,SLX4IP,0.049158981,0.620817392
ENSG00000149357,LAMTOR1,-0.085013618,0.475359724
ENSG00000149380,P4HA3,0.162596066,0.573990979
ENSG00000149403,GRIK4,0.045921328,0.837957509
ENSG00000149428,HYOU1,-0.146596233,0.232523268
ENSG00000149451,ADAM33,-0.808691527,0.045738771
ENSG00000149474,KAT14,0.093364111,0.491985897
ENSG00000149476,TKFC,0.097083265,0.470230576
ENSG00000149480,MTA2,0.099795949,0.292307303
ENSG00000149483,TMEM138,-0.012175769,0.88254947
ENSG00000149485,FADS1,0.207552049,0.02492748
ENSG00000149488,TMC2,-0.103913984,0.623628945
ENSG00000149489,ROM1,-0.204621007,0.109588238
ENSG00000149499,EML3,-0.109385382,0.411718396
ENSG00000149503,INCENP,0.068170051,0.470597476
ENSG00000149506,ZP1,0.480651594,0.072702877
ENSG00000149527,PLCH2,0.20637042,0.390229909
ENSG00000149531,FRG1BP,-0.271048368,0.028332655
ENSG00000149532,CPSF7,-0.007143177,0.902655642
ENSG00000149541,B3GAT3,0.076216593,0.386624578
ENSG00000149547,EI24,0.095473621,0.473516958
ENSG00000149548,CCDC15,0.425846503,0.000842497
ENSG00000149554,CHEK1,0.197000906,0.124383081
ENSG00000149557,FEZ1,-0.073045562,0.522571735
ENSG00000149564,ESAM,-0.259168011,0.140216484
ENSG00000149571,KIRREL3,-0.099262538,0.663995313
ENSG00000149575,SCN2B,-0.32107564,0.457167522
ENSG00000149577,SIDT2,-0.182910096,0.149572855
ENSG00000149582,TMEM25,-0.1278047,0.037527498
ENSG00000149591,TAGLN,-0.272877812,0.458830716
ENSG00000149596,JPH2,-0.018626858,0.968178016
ENSG00000149599,DUSP15,0.0772788,0.709923839
ENSG00000149600,COMMD7,-0.115871164,0.300034306
ENSG00000149609,C20orf144,-0.011099024,0.950833477
ENSG00000149633,KIAA1755,-0.777041921,0.077999426
ENSG00000149634,SPATA25,0.043622505,0.609747564
ENSG00000149635,OCSTAMP,-0.481930292,0.139985244
ENSG00000149636,DSN1,0.144043191,0.318896535
ENSG00000149639,MTCL2,0.062124797,0.52716021
ENSG00000149646,CNBD2,-0.182705821,0.547740162
ENSG00000149654,CDH22,0.484465401,0.103708245
ENSG00000149656,,0.030302556,0.931438464
ENSG00000149657,LSM14B,0.05375036,0.413135503
ENSG00000149658,YTHDF1,-0.041299049,0.635703067
ENSG00000149679,CABLES2,0.083409288,0.471738099
ENSG00000149716,LTO1,-0.025518021,0.721733142
ENSG00000149735,GPHA2,0.378544465,0.212582783
ENSG00000149743,TRPT1,-0.065270135,0.553342828
ENSG00000149761,NUDT22,-0.032696219,0.771047804
ENSG00000149781,FERMT3,0.076881271,0.641898428
ENSG00000149782,PLCB3,0.064747083,0.563251935
ENSG00000149792,MRPL49,-0.037861387,0.702823027
ENSG00000149798,CDC42EP2,0.056250498,0.710385766
ENSG00000149806,FAU,-0.090538843,0.50452627
ENSG00000149809,TM7SF2,0.008765031,0.955681582
ENSG00000149823,VPS51,0.041629516,0.54248611
ENSG00000149922,TBX6,-0.324044153,0.123440469
ENSG00000149923,PPP4C,-0.015098914,0.90000918
